run,run_label,run_id,n_entities,n_messages,reused_messages,reuse_ratio,max_entities_on_one_message,top_reused_message
train_run24.txt,run24,24,40,14,9,0.6428571428571429,10,44 40 0
train_run25.txt,run25,25,40,14,9,0.6428571428571429,9,20 14 0
train_run26.txt,run26,26,40,14,8,0.5714285714285714,9,49 33 0
train_run27.txt,run27,27,40,16,8,0.5,9,27 6 0
train_run28.txt,run28,28,40,16,10,0.625,6,16 24 0
