run,run_label,loss,mean_reward,expected_reward,recon_acc,topsim
train_run24.txt,run24,-0.735140,1.305483,1.146337,0.082318,0.479617
train_run25.txt,run25,-0.736032,1.312698,1.150166,0.022596,0.502967
train_run26.txt,run26,-0.734689,1.307832,1.143527,0.028407,0.427318
train_run27.txt,run27,-0.736442,1.312858,1.153071,0.000000,0.433148
train_run28.txt,run28,-0.732469,1.303977,1.141652,0.043014,0.350415
