run,run_label,loss,mean_reward,expected_reward,recon_acc,topsim
train_run19.txt,run19,-0.666017,1.308684,1.297623,0.093665,0.359681
train_run20.txt,run20,-0.664067,1.305152,1.293769,0.013572,0.541423
train_run21.txt,run21,-0.667547,1.311018,1.300575,0.028831,0.544537
train_run22.txt,run22,-0.665064,1.305161,1.294804,0.051761,0.424169
train_run23.txt,run23,-0.666242,1.308373,1.298137,0.037846,0.199462
