run,run_label,loss,mean_reward,expected_reward,recon_acc,topsim
train_run24.txt,run24,-0.880563,1.304399,0.880835,0.087612,0.434051
train_run25.txt,run25,-0.879179,1.309913,0.880565,0.031648,0.534567
train_run26.txt,run26,-0.879236,1.306499,0.881631,0.051190,0.431661
train_run27.txt,run27,-0.880940,1.311607,0.886863,0.004505,0.414931
train_run28.txt,run28,-0.877326,1.302265,0.882044,0.091442,0.380925
