run,run_label,loss,mean_reward,expected_reward,recon_acc,topsim
train_run14.txt,run14,-0.667425,1.308480,1.298009,1.000000,0.321490
train_run15.txt,run15,-0.668234,1.311425,1.301480,1.000000,0.213501
train_run16.txt,run16,-0.662722,1.301276,1.291089,1.000000,0.290801
train_run17.txt,run17,-0.040009,1.301617,1.290298,0.962766,0.136036
train_run18.txt,run18,-0.665929,1.308679,1.298052,1.000000,0.346536
